model,dataset,optim_level,accuracy,precision,recall,f1,mcc,fpr
llmcompiler-7b-ftd,pseudo_code,O0,0.7686375321336761,0.7769784172661871,0.6467065868263473,0.7058823529411765,0.5237482931113593,0.3444444444061729
llmcompiler-7b-ftd,pseudo_code,O1,0.891213389121339,0.945054945054945,0.8037383177570093,0.8686868686868687,0.7842895372953874,0.19230769223372782
llmcompiler-7b-ftd,pseudo_code,O2,0.9252873563218391,0.8873239436619719,0.9264705882352942,0.9064748201438849,0.8448674839884709,0.6153846149112425
llmcompiler-7b-ftd,pseudo_code,O3,0.908256880733945,0.9493670886075949,0.8241758241758241,0.8823529411764706,0.8132037650894044,0.1999999999
llmcompiler-7b-ftd,pseudo_code,Os,0.9385964912280702,0.9354838709677419,0.9157894736842105,0.925531914893617,0.8734462468487414,0.4285714282653061
llmcompiler-7b-ftd,pseudo_code,all,0.8693910256410257,0.8858350951374208,0.7935606060606061,0.8371628371628371,0.731754146209937,0.3312883435379578
llmcompiler-7b-ftd,source_code_mix_pseudo_code,O0,0.8200514138817481,0.7904191616766467,0.7904191616766467,0.7904191616766467,0.632761504018989,0.49999999992857147
llmcompiler-7b-ftd,source_code_mix_pseudo_code,O1,0.9456066945606695,0.9433962264150944,0.9345794392523364,0.9389671361502347,0.8899443929699027,0.46153846118343195
llmcompiler-7b-ftd,source_code_mix_pseudo_code,O2,0.9655172413793104,0.9428571428571428,0.9705882352941176,0.9565217391304348,0.9282279173938178,0.6666666655555555
llmcompiler-7b-ftd,source_code_mix_pseudo_code,O3,0.9541284403669725,0.9354838709677419,0.9560439560439561,0.9456521739130435,0.9061379678908463,0.5999999993999999
llmcompiler-7b-ftd,source_code_mix_pseudo_code,Os,0.9736842105263158,0.968421052631579,0.968421052631579,0.968421052631579,0.9458646616541353,0.49999999916666665
llmcompiler-7b-ftd,source_code_mix_pseudo_code,all,0.9158653846153846,0.8983050847457628,0.9034090909090909,0.9008498583569405,0.8277920044353927,0.5142857142367347
magicoder-s-ds-6.7b,pseudo_code,O0,0.7069408740359897,0.6606060606060606,0.6526946107784432,0.6566265060240963,0.40105944837780877,0.4912280701323484
magicoder-s-ds-6.7b,pseudo_code,O1,0.7615062761506276,0.7450980392156863,0.7102803738317757,0.7272727272727273,0.5160583181420823,0.45614035079716836
magicoder-s-ds-6.7b,pseudo_code,O2,0.7873563218390804,0.7384615384615385,0.7058823529411765,0.7218045112781954,0.5502197723712123,0.4594594593352812
magicoder-s-ds-6.7b,pseudo_code,O3,0.7706422018348624,0.7662337662337663,0.6483516483516484,0.7023809523809523,0.5226962975677242,0.35999999992799997
magicoder-s-ds-6.7b,pseudo_code,Os,0.793859649122807,0.7553191489361702,0.7473684210526316,0.7513227513227513,0.575324693478473,0.48936170202354007
magicoder-s-ds-6.7b,pseudo_code,all,0.7556089743589743,0.7216699801192843,0.6875,0.7041707080504365,0.496611688607743,0.4590163934275732
magicoder-s-ds-6.7b,source_code_mix_pseudo_code,O0,0.7480719794344473,0.7225806451612903,0.6706586826347305,0.6956521739130435,0.48222247345808444,0.43877551015930866
magicoder-s-ds-6.7b,source_code_mix_pseudo_code,O1,0.8828451882845189,0.9072164948453608,0.822429906542056,0.8627450980392157,0.7637707693417487,0.3214285713137755
magicoder-s-ds-6.7b,source_code_mix_pseudo_code,O2,0.9137931034482759,0.8840579710144928,0.8970588235294118,0.8905109489051095,0.819486529528907,0.5333333329777777
magicoder-s-ds-6.7b,source_code_mix_pseudo_code,O3,0.9036697247706422,0.9166666666666666,0.8461538461538461,0.88,0.8015426168393752,0.3333333331746032
magicoder-s-ds-6.7b,source_code_mix_pseudo_code,Os,0.9078947368421053,0.8854166666666666,0.8947368421052632,0.8900523560209425,0.8108437164260031,0.5238095235600907
magicoder-s-ds-6.7b,source_code_mix_pseudo_code,all,0.8533653846153846,0.844311377245509,0.8011363636363636,0.8221574344023324,0.698254630220514,0.4262295081734301
opencoder-1.5b,pseudo_code,O0,0.6786632390745502,0.6458333333333334,0.5568862275449101,0.5980707395498392,0.3353713700347891,0.40799999996736
opencoder-1.5b,pseudo_code,O1,0.698744769874477,0.6923076923076923,0.5887850467289719,0.6363636363636364,0.38572805199329396,0.3888888888348766
opencoder-1.5b,pseudo_code,O2,0.6954022988505747,0.6119402985074627,0.6029411764705882,0.6074074074074074,0.35862968425019764,0.49056603764328943
opencoder-1.5b,pseudo_code,O3,0.6788990825688074,0.6296296296296297,0.5604395604395604,0.5930232558139535,0.33087072528492656,0.42857142851020413
opencoder-1.5b,pseudo_code,Os,0.7412280701754386,0.7195121951219512,0.6210526315789474,0.6666666666666666,0.4603613848368939,0.3898305084085033
opencoder-1.5b,pseudo_code,all,0.6963141025641025,0.6602150537634408,0.5814393939393939,0.6183282980866063,0.3698949169755556,0.4168865435246204
opencoder-1.5b,source_code_mix_pseudo_code,O0,0.7455012853470437,0.7463768115942029,0.6167664670658682,0.6754098360655738,0.47497849270849096,0.35353535349964293
opencoder-1.5b,source_code_mix_pseudo_code,O1,0.8661087866108786,0.9032258064516129,0.7850467289719626,0.84,0.7311361798924098,0.28124999991210936
opencoder-1.5b,source_code_mix_pseudo_code,O2,0.8850574712643678,0.875,0.8235294117647058,0.8484848484848485,0.7569307784800088,0.3999999998
opencoder-1.5b,source_code_mix_pseudo_code,O3,0.8669724770642202,0.8690476190476191,0.8021978021978022,0.8342857142857143,0.7250883221681943,0.37931034469678954
opencoder-1.5b,source_code_mix_pseudo_code,Os,0.9298245614035088,0.9072164948453608,0.9263157894736842,0.9166666666666666,0.8562105427383344,0.5624999996484374
opencoder-1.5b,source_code_mix_pseudo_code,all,0.842948717948718,0.8487394957983193,0.7651515151515151,0.8047808764940239,0.6765371781846435,0.367346938756768
opencoder-8b,pseudo_code,O0,0.7017994858611826,0.6624203821656051,0.6227544910179641,0.6419753086419753,0.3874270534628016,0.4568965516847503
opencoder-8b,pseudo_code,O1,0.7866108786610879,0.7745098039215687,0.7383177570093458,0.7559808612440191,0.5670947062948923,0.4509803920684352
opencoder-8b,pseudo_code,O2,0.7816091954022989,0.7142857142857143,0.7352941176470589,0.7246376811594203,0.5439051151891199,0.5263157893351801
opencoder-8b,pseudo_code,O3,0.8027522935779816,0.7608695652173914,0.7692307692307693,0.7650273224043715,0.5951019804668866,0.5116279068577609
opencoder-8b,pseudo_code,Os,0.7719298245614035,0.7311827956989247,0.7157894736842105,0.723404255319149,0.5294985019756618,0.48076923067677513
opencoder-8b,pseudo_code,all,0.7596153846153846,0.7217898832684825,0.7026515151515151,0.7120921305182342,0.5059632470841174,0.4766666666507778
opencoder-8b,source_code_mix_pseudo_code,O0,0.8046272493573264,0.8181818181818182,0.7005988023952096,0.7548387096774194,0.5989993887020788,0.3421052631128809
opencoder-8b,source_code_mix_pseudo_code,O1,0.9205020920502092,0.9489795918367347,0.8691588785046729,0.9073170731707317,0.8404340499941262,0.26315789459833794
opencoder-8b,source_code_mix_pseudo_code,O2,0.9425287356321839,0.9264705882352942,0.9264705882352942,0.9264705882352942,0.8793007769145395,0.49999999949999996
opencoder-8b,source_code_mix_pseudo_code,O3,0.9036697247706422,0.9166666666666666,0.8461538461538461,0.88,0.8015426168393752,0.3333333331746032
opencoder-8b,source_code_mix_pseudo_code,Os,0.9342105263157895,0.9166666666666666,0.9263157894736842,0.9214659685863874,0.8648999641877366,0.5333333329777777
opencoder-8b,source_code_mix_pseudo_code,all,0.8870192307692307,0.8957055214723927,0.8295454545454546,0.8613569321533924,0.7678650740868332,0.3617021276339218
qwen-0.5b,pseudo_code,O0,0.7249357326478149,0.717391304347826,0.592814371257485,0.6491803278688525,0.43155762820849614,0.3644859812743471
qwen-0.5b,pseudo_code,O1,0.8535564853556485,0.9090909090909091,0.7476635514018691,0.8205128205128205,0.7083405815647303,0.22857142850612244
qwen-0.5b,pseudo_code,O2,0.867816091954023,0.835820895522388,0.8235294117647058,0.8296296296296296,0.7217109394453163,0.47826086935727785
qwen-0.5b,pseudo_code,O3,0.9036697247706422,0.9069767441860465,0.8571428571428571,0.8813559322033898,0.8012892299955823,0.38095238077097504
qwen-0.5b,pseudo_code,Os,0.8947368421052632,0.8901098901098901,0.8526315789473684,0.8709677419354839,0.7826643298571968,0.41666666649305556
qwen-0.5b,pseudo_code,all,0.8317307692307693,0.8382978723404255,0.7462121212121212,0.7895791583166333,0.6532354773354843,0.36190476188752835
qwen-0.5b,source_code_mix_pseudo_code,O0,0.794344473007712,0.8,0.6946107784431138,0.7435897435897436,0.5773240180184641,0.3624999999546875
qwen-0.5b,source_code_mix_pseudo_code,O1,0.9330543933054394,0.9595959595959596,0.8878504672897196,0.9223300970873787,0.8656760304333644,0.24999999984375
qwen-0.5b,source_code_mix_pseudo_code,O2,0.9540229885057471,0.9285714285714286,0.9558823529411765,0.9420289855072463,0.9042077422560242,0.6249999992187499
qwen-0.5b,source_code_mix_pseudo_code,O3,0.9220183486238532,0.9204545454545454,0.8901098901098901,0.9050279329608939,0.8392507624593148,0.4117647056401384
qwen-0.5b,source_code_mix_pseudo_code,Os,0.9473684210526315,0.9278350515463918,0.9473684210526315,0.9375,0.8921983764085971,0.5833333328472222
qwen-0.5b,source_code_mix_pseudo_code,all,0.8934294871794872,0.8957915831663327,0.8465909090909091,0.8704965920155794,0.7809798178023021,0.3909774435796257
qwen-1.5b,pseudo_code,O0,0.7146529562982005,0.6866666666666666,0.6167664670658682,0.6498422712933754,0.4119114629501313,0.4234234233852772
qwen-1.5b,pseudo_code,O1,0.7907949790794979,0.8202247191011236,0.6822429906542056,0.7448979591836735,0.5770653257835318,0.319999999936
qwen-1.5b,pseudo_code,O2,0.8160919540229885,0.7571428571428571,0.7794117647058824,0.7681159420289855,0.6159656406025008,0.5312499998339844
qwen-1.5b,pseudo_code,O3,0.8165137614678899,0.7931034482758621,0.7582417582417582,0.7752808988764045,0.6208219132823334,0.4499999998875
qwen-1.5b,pseudo_code,Os,0.8640350877192983,0.8636363636363636,0.8,0.8306010928961749,0.7187909865703437,0.38709677406867843
qwen-1.5b,pseudo_code,all,0.7884615384615384,0.7727272727272727,0.7083333333333334,0.7391304347826086,0.563302066242241,0.4166666666508838
qwen-1.5b,source_code_mix_pseudo_code,O0,0.8071979434447301,0.8026315789473685,0.7305389221556886,0.7648902821316614,0.604018650143869,0.3999999999466667
qwen-1.5b,source_code_mix_pseudo_code,O1,0.9456066945606695,0.9519230769230769,0.9252336448598131,0.9383886255924171,0.8900053787788099,0.3846153843195266
qwen-1.5b,source_code_mix_pseudo_code,O2,0.9770114942528736,0.9571428571428572,0.9852941176470589,0.9710144927536232,0.9522480925316115,0.7499999981250001
qwen-1.5b,source_code_mix_pseudo_code,O3,0.9403669724770642,0.9333333333333333,0.9230769230769231,0.9281767955801105,0.8772382034179991,0.46153846118343195
qwen-1.5b,source_code_mix_pseudo_code,Os,0.9517543859649122,0.92,0.968421052631579,0.9435897435897436,0.9023976000474672,0.7272727266115702
qwen-1.5b,source_code_mix_pseudo_code,all,0.907051282051282,0.8992248062015504,0.8787878787878788,0.8888888888888888,0.8091751630809834,0.44827586203032105
qwen-3b,pseudo_code,O0,0.6966580976863753,0.6842105263157895,0.5449101796407185,0.6066666666666667,0.37119183323197863,0.3559322033596668
qwen-3b,pseudo_code,O1,0.8075313807531381,0.8080808080808081,0.7476635514018691,0.7766990291262136,0.609446789259024,0.4130434781710775
